payment_id,merchant_id,customer_id,invoice_id,gateway_id,payment_method_id,amount,currency,payment_status,payment_reference,initiated_at,completed_at,processing_time_ms
PAY0000184,MER000021,CUS000209,INV0000394,GTW011,PM019,94619,INR,Settled,TXN100000183,2025-09-22 13:15:00,2025-09-22 13:30:00,2711
PAY0000185,MER000064,CUS000006,INV0000164,GTW003,PM013,66349,INR,Captured,TXN100000184,2025-05-25 16:29:00,2025-05-25 16:34:00,3895
PAY0000186,MER000064,CUS000153,,GTW016,PM010,70445,INR,Captured,TXN100000185,2024-08-08 18:22:00,2024-08-08 18:27:00,216
PAY0000187,MER000047,CUS000012,INV0000442,GTW013,PM002,74847,INR,Captured,TXN100000186,2024-05-17 08:46:00,2024-05-17 08:53:00,4752
PAY0000188,MER000036,CUS000212,INV0000567,GTW020,PM020,15672,INR,Captured,TXN100000187,2024-10-22 02:24:00,2024-10-22 02:37:00,1204
PAY0000189,MER000047,CUS000194,,GTW005,PM007,79066,INR,Settled,TXN100000188,2025-02-07 11:50:00,2025-02-07 11:59:00,4320
PAY0000190,MER000061,CUS000133,INV0000042,GTW015,PM005,79563,INR,Failed,TXN100000189,2024-02-16 01:08:00,2024-02-16 01:21:00,7466
PAY0000191,MER000039,CUS000152,INV0000336,GTW011,PM017,66909,INR,Captured,TXN100000190,2025-09-19 10:10:00,2025-09-19 10:20:00,4510
PAY0000192,MER000015,CUS000107,INV0000577,GTW019,PM010,95169,INR,Captured,TXN100000191,2024-11-02 15:52:00,2024-11-02 15:58:00,7294
PAY0000193,MER000030,CUS000185,INV0000028,GTW002,PM019,63073,INR,Settled,TXN100000192,2025-09-03 15:16:00,2025-09-03 15:29:00,1546
PAY0000194,MER000032,CUS000009,INV0000739,GTW019,PM004,25106,INR,Pending,TXN100000193,2025-09-26 12:09:00,,305
PAY0000195,MER000061,CUS000224,INV0000429,GTW002,PM005,68084,INR,Captured,TXN100000194,2024-06-04 13:44:00,2024-06-04 13:53:00,1848
PAY0000196,MER000059,CUS000234,INV0000679,GTW018,PM011,71701,INR,Captured,TXN100000195,2025-05-04 16:24:00,2025-05-04 16:27:00,3052
PAY0000197,MER000062,CUS000050,INV0000889,GTW008,PM009,73249,INR,Failed,TXN100000196,2025-11-28 20:51:00,2025-11-28 21:01:00,2595
PAY0000198,MER000063,CUS000082,INV0000997,GTW016,PM012,73564,INR,Captured,TXN100000197,2024-10-31 09:45:00,2024-10-31 09:57:00,7798
PAY0000199,MER000049,CUS000230,,GTW013,PM012,19298,INR,Captured,TXN100000198,2024-10-07 09:07:00,2024-10-07 09:16:00,2529
PAY0000200,MER000062,CUS000055,INV0000979,GTW007,PM018,35637,INR,Captured,TXN100000199,2024-03-21 11:59:00,2024-03-21 12:04:00,7793
PAY0000201,MER000032,CUS000013,INV0000279,GTW017,PM008,83716,INR,Failed,TXN100000200,2024-05-20 03:39:00,2024-05-20 03:43:00,2057
PAY0000202,MER000018,CUS000002,INV0000424,GTW018,PM006,53434,INR,Captured,TXN100000201,2024-12-04 22:30:00,2024-12-04 22:43:00,5498
PAY0000203,MER000042,CUS000074,,GTW002,PM003,85598,INR,Captured,TXN100000202,2025-05-02 15:41:00,2025-05-02 15:46:00,4853
PAY0000204,MER000023,CUS000240,INV0000757,GTW002,PM013,65030,INR,Authorized,TXN100000203,2024-02-08 05:26:00,,1676
PAY0000205,MER000014,CUS000238,,GTW011,PM010,59652,INR,Captured,TXN100000204,2024-10-23 01:00:00,2024-10-23 01:10:00,5403
PAY0000206,MER000015,CUS000085,INV0000506,GTW006,PM015,85072,INR,Captured,TXN100000205,2024-05-17 16:29:00,2024-05-17 16:42:00,2257
PAY0000207,MER000023,CUS000157,INV0000015,GTW013,PM014,67638,INR,Failed,TXN100000206,2024-12-11 09:36:00,2024-12-11 09:40:00,2836
PAY0000208,MER000032,CUS000002,INV0000686,GTW009,PM013,30970,INR,Captured,TXN100000207,2024-04-07 05:08:00,2024-04-07 05:23:00,3809
PAY0000209,MER000034,CUS000168,INV0000977,GTW012,PM008,8242,INR,Failed,TXN100000208,2024-12-03 09:37:00,2024-12-03 09:38:00,5620
PAY0000210,MER000040,CUS000177,INV0000315,GTW004,PM010,48274,INR,Captured,TXN100000209,2024-06-12 12:43:00,2024-06-12 12:58:00,5185
PAY0000211,MER000048,CUS000107,INV0000981,GTW018,PM016,99367,INR,Captured,TXN100000210,2024-05-16 15:09:00,2024-05-16 15:19:00,4553
PAY0000212,MER000011,CUS000135,INV0000846,GTW015,PM017,92344,INR,Pending,TXN100000211,2024-08-11 07:43:00,,3113
PAY0000213,MER000026,CUS000147,INV0000578,GTW018,PM005,21666,INR,Captured,TXN100000212,2024-04-24 01:53:00,2024-04-24 02:02:00,2837
PAY0000214,MER000063,CUS000024,,GTW017,PM015,7392,INR,Captured,TXN100000213,2025-03-28 03:43:00,2025-03-28 03:53:00,3864
PAY0000215,MER000040,CUS000186,INV0000426,GTW001,PM013,33452,INR,Captured,TXN100000214,2025-04-12 18:03:00,2025-04-12 18:14:00,6838
PAY0000216,MER000009,CUS000139,INV0000224,GTW002,PM003,61975,INR,Captured,TXN100000215,2025-08-15 02:02:00,2025-08-15 02:14:00,409
PAY0000217,MER000048,CUS000229,INV0000185,GTW013,PM015,49579,INR,Captured,TXN100000216,2024-05-18 20:46:00,2024-05-18 20:53:00,3227
PAY0000218,MER000016,CUS000046,INV0000988,GTW018,PM013,69416,INR,Failed,TXN100000217,2025-11-08 17:08:00,2025-11-08 17:14:00,1193
PAY0000219,MER000070,CUS000109,INV0000229,GTW018,PM013,30202,INR,Captured,TXN100000218,2024-01-04 00:19:00,2024-01-04 00:31:00,2177
PAY0000220,MER000015,CUS000009,INV0000159,GTW014,PM020,2150,INR,Authorized,TXN100000219,2024-10-09 06:59:00,,2121
PAY0000221,MER000007,CUS000063,INV0000104,GTW002,PM013,57635,INR,Captured,TXN100000220,2025-08-31 01:28:00,2025-08-31 01:40:00,2069
PAY0000222,MER000041,CUS000148,INV0000773,GTW020,PM011,31151,INR,Settled,TXN100000221,2024-02-27 04:32:00,2024-02-27 04:36:00,2622
PAY0000223,MER000008,CUS000143,,GTW019,PM006,82150,INR,Captured,TXN100000222,2025-11-07 16:14:00,2025-11-07 16:19:00,5710
PAY0000224,MER000068,CUS000082,INV0000508,GTW014,PM014,19658,INR,Failed,TXN100000223,2024-02-18 11:41:00,2024-02-18 11:54:00,2606
PAY0000225,MER000039,CUS000220,INV0000773,GTW005,PM015,7652,INR,Pending,TXN100000224,2025-07-04 15:15:00,,4757
PAY0000226,MER000027,CUS000085,INV0000427,GTW003,PM015,48737,INR,Captured,TXN100000225,2025-07-24 16:08:00,2025-07-24 16:13:00,907
PAY0000227,MER000006,CUS000224,INV0000850,GTW003,PM007,99937,INR,Captured,TXN100000226,2024-07-14 01:17:00,2024-07-14 01:27:00,4963
PAY0000228,MER000043,CUS000078,INV0000573,GTW001,PM007,25006,INR,Authorized,TXN100000227,2024-08-10 15:13:00,,6224
PAY0000229,MER000051,CUS000235,INV0000773,GTW008,PM018,42254,INR,Captured,TXN100000228,2025-05-05 07:44:00,2025-05-05 07:48:00,6503
PAY0000230,MER000066,CUS000226,INV0000478,GTW016,PM015,13024,INR,Captured,TXN100000229,2025-06-30 20:22:00,2025-06-30 20:28:00,6726
PAY0000231,MER000053,CUS000012,,GTW019,PM008,97257,INR,Captured,TXN100000230,2025-04-25 10:58:00,2025-04-25 11:04:00,1345
PAY0000232,MER000026,CUS000085,INV0000567,GTW008,PM013,74783,INR,Captured,TXN100000231,2025-08-21 18:46:00,2025-08-21 18:49:00,6976
PAY0000233,MER000063,CUS000248,INV0000564,GTW016,PM015,22150,INR,Captured,TXN100000232,2025-11-01 21:21:00,2025-11-01 21:35:00,6152
PAY0000234,MER000070,CUS000165,INV0000174,GTW002,PM017,4533,INR,Captured,TXN100000233,2024-05-23 23:34:00,2024-05-23 23:49:00,7023
PAY0000235,MER000030,CUS000018,INV0000968,GTW005,PM001,28768,INR,Captured,TXN100000234,2025-11-15 01:48:00,2025-11-15 01:51:00,4292
PAY0000236,MER000062,CUS000169,INV0000062,GTW016,PM001,966,INR,Authorized,TXN100000235,2025-09-24 20:42:00,,4509
PAY0000237,MER000003,CUS000129,INV0000013,GTW014,PM006,14126,INR,Captured,TXN100000236,2024-01-18 16:46:00,2024-01-18 16:51:00,7670
PAY0000238,MER000046,CUS000069,INV0000153,GTW013,PM003,48996,INR,Captured,TXN100000237,2024-09-03 06:39:00,2024-09-03 06:53:00,3476
PAY0000239,MER000011,CUS000168,INV0000250,GTW002,PM003,53220,INR,Pending,TXN100000238,2024-08-19 09:43:00,,3256
PAY0000240,MER000064,CUS000217,INV0000488,GTW014,PM011,74267,INR,Failed,TXN100000239,2024-02-27 20:00:00,2024-02-27 20:02:00,7178
PAY0000241,MER000061,CUS000070,,GTW002,PM003,89809,INR,Captured,TXN100000240,2025-06-24 01:14:00,2025-06-24 01:28:00,7732
PAY0000242,MER000041,CUS000005,INV0000557,GTW007,PM019,18999,INR,Captured,TXN100000241,2025-07-31 21:02:00,2025-07-31 21:16:00,6312
PAY0000243,MER000050,CUS000174,INV0000841,GTW018,PM011,50411,INR,Captured,TXN100000242,2025-02-11 02:19:00,2025-02-11 02:23:00,6339
PAY0000244,MER000013,CUS000112,INV0000810,GTW008,PM003,44742,INR,Settled,TXN100000243,2024-03-21 16:47:00,2024-03-21 16:48:00,5107
PAY0000245,MER000035,CUS000201,INV0000978,GTW015,PM016,30002,INR,Captured,TXN100000244,2025-09-01 12:49:00,2025-09-01 13:00:00,3064
PAY0000246,MER000011,CUS000198,INV0000385,GTW020,PM010,32402,INR,Captured,TXN100000245,2025-03-18 05:43:00,2025-03-18 05:50:00,5991
PAY0000247,MER000020,CUS000190,INV0000275,GTW013,PM011,47377,INR,Pending,TXN100000246,2024-06-06 12:45:00,,1022
PAY0000248,MER000014,CUS000034,INV0000966,GTW003,PM006,56589,INR,Pending,TXN100000247,2024-11-11 14:23:00,,3826
PAY0000249,MER000012,CUS000153,INV0000525,GTW020,PM011,50593,INR,Captured,TXN100000248,2025-02-21 03:01:00,2025-02-21 03:10:00,251
PAY0000250,MER000067,CUS000044,INV0000398,GTW013,PM006,18298,INR,Captured,TXN100000249,2024-03-27 23:57:00,2024-03-28 00:01:00,2352
PAY0000251,MER000039,CUS000124,INV0000505,GTW003,PM012,33090,INR,Captured,TXN100000250,2024-05-29 02:10:00,2024-05-29 02:17:00,7885
PAY0000252,MER000018,CUS000078,INV0000641,GTW001,PM013,43644,INR,Captured,TXN100000251,2025-05-22 19:39:00,2025-05-22 19:41:00,7044
PAY0000253,MER000018,CUS000077,INV0000824,GTW011,PM020,91233,INR,Captured,TXN100000252,2024-12-03 14:21:00,2024-12-03 14:35:00,1795
PAY0000254,MER000063,CUS000248,INV0000182,GTW019,PM008,42814,INR,Failed,TXN100000253,2025-02-11 10:18:00,2025-02-11 10:29:00,3230
PAY0000255,MER000026,CUS000152,INV0000805,GTW018,PM006,89453,INR,Authorized,TXN100000254,2025-02-06 11:07:00,,6438
PAY0000256,MER000009,CUS000210,INV0000976,GTW014,PM016,18342,INR,Captured,TXN100000255,2025-04-17 22:13:00,2025-04-17 22:18:00,5338
PAY0000257,MER000010,CUS000115,INV0000259,GTW020,PM016,76415,INR,Captured,TXN100000256,2025-11-05 04:45:00,2025-11-05 04:52:00,3433
PAY0000258,MER000047,CUS000180,INV0000946,GTW018,PM020,83747,INR,Pending,TXN100000257,2025-03-04 17:02:00,,7640
PAY0000259,MER000006,CUS000145,INV0000788,GTW013,PM011,56520,INR,Captured,TXN100000258,2024-09-11 21:42:00,2024-09-11 21:53:00,1017
PAY0000260,MER000029,CUS000115,INV0000265,GTW012,PM013,60794,INR,Captured,TXN100000259,2024-08-15 16:47:00,2024-08-15 16:57:00,6477
PAY0000261,MER000014,CUS000076,INV0000708,GTW014,PM003,15313,INR,Settled,TXN100000260,2025-05-27 04:22:00,2025-05-27 04:30:00,6960
PAY0000262,MER000027,CUS000134,,GTW016,PM012,62511,INR,Captured,TXN100000261,2024-05-25 11:19:00,2024-05-25 11:32:00,949
PAY0000263,MER000015,CUS000006,INV0000714,GTW011,PM004,88854,INR,Captured,TXN100000262,2025-04-08 10:04:00,2025-04-08 10:17:00,6704
PAY0000264,MER000055,CUS000246,INV0000759,GTW015,PM008,53190,INR,Captured,TXN100000263,2024-09-06 16:11:00,2024-09-06 16:17:00,5308
PAY0000265,MER000026,CUS000116,INV0000656,GTW019,PM014,51065,INR,Captured,TXN100000264,2025-11-04 13:25:00,2025-11-04 13:35:00,186
PAY0000266,MER000014,CUS000205,INV0000211,GTW018,PM006,48045,INR,Pending,TXN100000265,2024-10-12 22:51:00,,2820
PAY0000267,MER000041,CUS000153,INV0000117,GTW013,PM020,51551,INR,Captured,TXN100000266,2024-09-25 21:55:00,2024-09-25 22:06:00,4958
PAY0000268,MER000039,CUS000236,INV0000361,GTW020,PM019,11208,INR,Pending,TXN100000267,2025-04-13 19:11:00,,5655
PAY0000269,MER000019,CUS000131,INV0000121,GTW013,PM014,78274,INR,Captured,TXN100000268,2024-09-01 09:07:00,2024-09-01 09:19:00,1279
PAY0000270,MER000023,CUS000143,INV0000434,GTW006,PM016,37958,INR,Captured,TXN100000269,2024-07-09 15:40:00,2024-07-09 15:55:00,1299
PAY0000271,MER000002,CUS000125,INV0000863,GTW005,PM007,50424,INR,Authorized,TXN100000270,2025-04-06 19:03:00,,4750
PAY0000272,MER000057,CUS000126,INV0000507,GTW006,PM003,74207,INR,Captured,TXN100000271,2025-02-22 21:31:00,2025-02-22 21:45:00,402
PAY0000273,MER000022,CUS000200,INV0000226,GTW015,PM019,97423,INR,Captured,TXN100000272,2024-10-26 01:17:00,2024-10-26 01:22:00,6478
PAY0000274,MER000070,CUS000211,INV0000563,GTW012,PM018,99293,INR,Captured,TXN100000273,2025-06-07 03:36:00,2025-06-07 03:49:00,490
PAY0000275,MER000032,CUS000077,INV0000452,GTW002,PM015,34547,INR,Captured,TXN100000274,2025-07-13 06:27:00,2025-07-13 06:41:00,3005
PAY0000276,MER000031,CUS000054,,GTW019,PM012,93259,INR,Settled,TXN100000275,2024-03-30 14:55:00,2024-03-30 15:08:00,5149
PAY0000277,MER000008,CUS000146,INV0000170,GTW012,PM018,36942,INR,Captured,TXN100000276,2025-09-22 04:50:00,2025-09-22 04:54:00,5039
PAY0000278,MER000066,CUS000231,INV0000332,GTW004,PM005,98416,INR,Captured,TXN100000277,2024-10-26 09:36:00,2024-10-26 09:50:00,6586
PAY0000279,MER000032,CUS000038,INV0000061,GTW011,PM008,99907,INR,Failed,TXN100000278,2024-10-10 20:08:00,2024-10-10 20:11:00,7060
PAY0000280,MER000049,CUS000116,INV0000502,GTW003,PM003,52902,INR,Captured,TXN100000279,2024-05-25 18:40:00,2024-05-25 18:47:00,4373
PAY0000281,MER000012,CUS000188,INV0000712,GTW015,PM012,8400,INR,Captured,TXN100000280,2025-01-12 14:31:00,2025-01-12 14:32:00,6668
PAY0000282,MER000037,CUS000087,INV0000224,GTW018,PM019,17217,INR,Captured,TXN100000281,2025-03-15 06:31:00,2025-03-15 06:45:00,4787
PAY0000283,MER000059,CUS000005,,GTW004,PM006,57940,INR,Captured,TXN100000282,2024-12-17 21:48:00,2024-12-17 21:50:00,3889
PAY0000284,MER000039,CUS000041,INV0000982,GTW009,PM003,85898,INR,Authorized,TXN100000283,2025-03-14 06:44:00,,3102
PAY0000285,MER000040,CUS000186,INV0000381,GTW008,PM014,86015,INR,Captured,TXN100000284,2025-11-11 20:10:00,2025-11-11 20:21:00,897
PAY0000286,MER000067,CUS000175,INV0000002,GTW015,PM001,1156,INR,Captured,TXN100000285,2024-08-06 15:04:00,2024-08-06 15:08:00,5848
PAY0000287,MER000050,CUS000023,INV0000124,GTW004,PM004,41171,INR,Captured,TXN100000286,2025-03-08 22:08:00,2025-03-08 22:12:00,3161
PAY0000288,MER000018,CUS000165,,GTW005,PM003,69634,INR,Pending,TXN100000287,2024-05-20 12:49:00,,4764
PAY0000289,MER000020,CUS000236,INV0000666,GTW014,PM020,90089,INR,Failed,TXN100000288,2024-06-17 14:22:00,2024-06-17 14:33:00,3774
PAY0000290,MER000050,CUS000090,,GTW014,PM011,18427,INR,Pending,TXN100000289,2024-03-29 03:08:00,,2179
PAY0000291,MER000037,CUS000200,INV0000087,GTW001,PM010,27028,INR,Captured,TXN100000290,2024-09-11 17:38:00,2024-09-11 17:48:00,4391
PAY0000292,MER000031,CUS000127,INV0000194,GTW013,PM004,31699,INR,Captured,TXN100000291,2025-02-05 09:41:00,2025-02-05 09:56:00,4242
PAY0000293,MER000017,CUS000100,INV0000073,GTW019,PM014,47995,INR,Authorized,TXN100000292,2025-06-24 00:23:00,,4625
PAY0000294,MER000034,CUS000056,INV0000782,GTW002,PM002,52263,INR,Captured,TXN100000293,2025-04-27 02:01:00,2025-04-27 02:02:00,4300
PAY0000295,MER000069,CUS000138,INV0000730,GTW020,PM005,36468,INR,Failed,TXN100000294,2025-05-28 13:27:00,2025-05-28 13:29:00,834
PAY0000296,MER000009,CUS000080,INV0000524,GTW014,PM008,7689,INR,Captured,TXN100000295,2024-07-27 04:34:00,2024-07-27 04:44:00,2152
PAY0000297,MER000023,CUS000031,INV0000445,GTW001,PM005,92046,INR,Captured,TXN100000296,2024-04-28 14:39:00,2024-04-28 14:44:00,242
PAY0000298,MER000034,CUS000043,INV0000976,GTW012,PM005,98374,INR,Pending,TXN100000297,2024-12-21 16:33:00,,6548
PAY0000299,MER000035,CUS000135,,GTW003,PM009,93465,INR,Pending,TXN100000298,2024-04-30 00:21:00,,4873
PAY0000300,MER000022,CUS000095,INV0000509,GTW006,PM009,13587,INR,Captured,TXN100000299,2025-04-11 16:23:00,2025-04-11 16:37:00,7475
PAY0000301,MER000002,CUS000063,INV0000741,GTW002,PM016,47807,INR,Captured,TXN100000300,2024-04-28 07:47:00,2024-04-28 07:48:00,3287
PAY0000302,MER000054,CUS000058,,GTW011,PM008,54659,INR,Pending,TXN100000301,2024-07-02 01:35:00,,7652
PAY0000303,MER000007,CUS000046,INV0000278,GTW008,PM017,6119,INR,Captured,TXN100000302,2024-03-20 18:23:00,2024-03-20 18:34:00,7965
PAY0000304,MER000042,CUS000023,INV0000899,GTW018,PM015,1144,INR,Pending,TXN100000303,2025-04-21 09:49:00,,3172
PAY0000305,MER000064,CUS000198,INV0000578,GTW007,PM018,99777,INR,Captured,TXN100000304,2024-11-07 23:39:00,2024-11-07 23:45:00,6670
PAY0000306,MER000002,CUS000244,INV0000007,GTW011,PM001,99574,INR,Captured,TXN100000305,2025-02-23 00:14:00,2025-02-23 00:25:00,5534
PAY0000307,MER000054,CUS000126,INV0000756,GTW002,PM005,93377,INR,Captured,TXN100000306,2024-11-10 03:13:00,2024-11-10 03:17:00,2442
PAY0000308,MER000059,CUS000250,INV0000944,GTW003,PM019,12627,INR,Failed,TXN100000307,2024-08-25 16:26:00,2024-08-25 16:32:00,4290
PAY0000309,MER000017,CUS000061,INV0000840,GTW010,PM009,41388,INR,Captured,TXN100000308,2025-02-07 02:37:00,2025-02-07 02:44:00,7736
PAY0000310,MER000026,CUS000035,INV0000718,GTW019,PM004,20469,INR,Captured,TXN100000309,2024-11-30 10:28:00,2024-11-30 10:30:00,1015
PAY0000311,MER000027,CUS000116,INV0000478,GTW010,PM015,34835,INR,Captured,TXN100000310,2024-11-17 13:07:00,2024-11-17 13:20:00,7133
PAY0000312,MER000042,CUS000038,INV0000162,GTW003,PM008,46727,INR,Captured,TXN100000311,2024-11-07 22:44:00,2024-11-07 22:48:00,3396
PAY0000313,MER000052,CUS000219,INV0000694,GTW015,PM018,98152,INR,Settled,TXN100000312,2024-11-02 08:52:00,2024-11-02 08:53:00,4656
PAY0000314,MER000029,CUS000034,INV0000474,GTW007,PM013,48890,INR,Captured,TXN100000313,2024-04-14 04:07:00,2024-04-14 04:21:00,5772
PAY0000315,MER000010,CUS000006,INV0000661,GTW003,PM007,84770,INR,Captured,TXN100000314,2024-03-27 18:37:00,2024-03-27 18:51:00,3782
PAY0000316,MER000007,CUS000044,INV0000095,GTW019,PM014,95052,INR,Authorized,TXN100000315,2024-12-05 03:02:00,,3385
PAY0000317,MER000024,CUS000071,INV0000392,GTW009,PM015,19581,INR,Captured,TXN100000316,2025-11-30 13:11:00,2025-11-30 13:26:00,433
PAY0000318,MER000062,CUS000016,INV0000632,GTW003,PM009,50302,INR,Captured,TXN100000317,2024-09-08 20:18:00,2024-09-08 20:33:00,1274
PAY0000319,MER000003,CUS000098,INV0000659,GTW012,PM016,71471,INR,Settled,TXN100000318,2025-06-22 07:40:00,2025-06-22 07:49:00,6551
PAY0000320,MER000004,CUS000082,INV0000935,GTW020,PM008,3940,INR,Captured,TXN100000319,2025-08-02 16:20:00,2025-08-02 16:23:00,7488
PAY0000321,MER000030,CUS000250,INV0000288,GTW006,PM004,32587,INR,Captured,TXN100000320,2024-02-29 15:33:00,2024-02-29 15:43:00,5531
PAY0000322,MER000050,CUS000091,INV0000547,GTW006,PM006,31105,INR,Pending,TXN100000321,2024-02-27 07:36:00,,5003
PAY0000323,MER000019,CUS000145,INV0000756,GTW007,PM016,71157,INR,Failed,TXN100000322,2025-01-02 18:01:00,2025-01-02 18:07:00,2681
PAY0000324,MER000068,CUS000123,INV0000039,GTW001,PM011,80595,INR,Captured,TXN100000323,2024-04-02 01:14:00,2024-04-02 01:15:00,1800
PAY0000325,MER000019,CUS000199,INV0000349,GTW004,PM017,47926,INR,Captured,TXN100000324,2024-06-30 10:03:00,2024-06-30 10:13:00,744
PAY0000326,MER000042,CUS000035,INV0000965,GTW006,PM014,83889,INR,Captured,TXN100000325,2025-11-09 12:37:00,2025-11-09 12:42:00,4141
PAY0000327,MER000046,CUS000058,INV0000179,GTW019,PM006,49695,INR,Authorized,TXN100000326,2025-07-29 22:56:00,,2663
PAY0000328,MER000051,CUS000218,INV0000302,GTW019,PM002,23965,INR,Captured,TXN100000327,2024-05-10 05:46:00,2024-05-10 05:58:00,5084
PAY0000329,MER000064,CUS000037,INV0000829,GTW011,PM003,31294,INR,Captured,TXN100000328,2025-09-18 07:40:00,2025-09-18 07:55:00,2991
PAY0000330,MER000043,CUS000115,,GTW001,PM009,27583,INR,Settled,TXN100000329,2024-06-20 20:56:00,2024-06-20 21:10:00,2194
PAY0000331,MER000057,CUS000188,INV0000359,GTW014,PM006,54366,INR,Captured,TXN100000330,2024-09-19 03:46:00,2024-09-19 03:53:00,4189
PAY0000332,MER000029,CUS000042,,GTW015,PM003,4479,INR,Captured,TXN100000331,2024-12-25 17:24:00,2024-12-25 17:32:00,2565
PAY0000333,MER000021,CUS000188,INV0000268,GTW003,PM018,12303,INR,Captured,TXN100000332,2024-04-17 02:21:00,2024-04-17 02:28:00,2918
PAY0000334,MER000022,CUS000156,INV0000629,GTW014,PM006,7119,INR,Captured,TXN100000333,2025-05-09 22:01:00,2025-05-09 22:12:00,979
PAY0000335,MER000070,CUS000068,INV0000998,GTW010,PM010,31235,INR,Captured,TXN100000334,2024-07-13 13:44:00,2024-07-13 13:59:00,935
PAY0000336,MER000055,CUS000023,INV0000586,GTW010,PM020,63057,INR,Captured,TXN100000335,2025-07-16 15:09:00,2025-07-16 15:10:00,1785
PAY0000337,MER000015,CUS000079,INV0000212,GTW013,PM016,64206,INR,Settled,TXN100000336,2024-06-23 20:18:00,2024-06-23 20:26:00,7480
PAY0000338,MER000049,CUS000095,INV0000094,GTW006,PM015,5948,INR,Captured,TXN100000337,2025-10-19 17:24:00,2025-10-19 17:39:00,2306
PAY0000339,MER000013,CUS000022,INV0000270,GTW012,PM018,54362,INR,Captured,TXN100000338,2024-08-19 08:36:00,2024-08-19 08:49:00,6346
PAY0000340,MER000061,CUS000147,INV0000567,GTW008,PM016,39271,INR,Captured,TXN100000339,2024-03-03 12:52:00,2024-03-03 13:01:00,796
PAY0000341,MER000019,CUS000031,INV0000875,GTW015,PM006,22010,INR,Authorized,TXN100000340,2024-02-05 16:36:00,,1885
PAY0000342,MER000026,CUS000211,INV0000130,GTW005,PM020,33901,INR,Settled,TXN100000341,2024-02-13 13:05:00,2024-02-13 13:12:00,2769
PAY0000343,MER000042,CUS000220,,GTW009,PM017,60151,INR,Captured,TXN100000342,2024-03-09 02:24:00,2024-03-09 02:33:00,7663
PAY0000344,MER000015,CUS000107,,GTW005,PM005,74364,INR,Pending,TXN100000343,2025-09-30 18:33:00,,4966
PAY0000345,MER000037,CUS000223,INV0000988,GTW018,PM012,53956,INR,Pending,TXN100000344,2024-04-12 03:36:00,,2313
PAY0000346,MER000052,CUS000037,INV0000498,GTW020,PM020,89335,INR,Captured,TXN100000345,2025-08-08 19:30:00,2025-08-08 19:35:00,5832
PAY0000347,MER000035,CUS000230,INV0000406,GTW012,PM001,44384,INR,Captured,TXN100000346,2024-12-05 22:15:00,2024-12-05 22:23:00,6846
PAY0000348,MER000030,CUS000035,INV0000319,GTW010,PM015,42156,INR,Failed,TXN100000347,2024-10-14 15:54:00,2024-10-14 15:56:00,2357
PAY0000349,MER000053,CUS000190,INV0000620,GTW016,PM017,49109,INR,Captured,TXN100000348,2025-10-23 02:12:00,2025-10-23 02:27:00,6875
PAY0000350,MER000018,CUS000200,INV0000811,GTW017,PM019,3894,INR,Failed,TXN100000349,2024-06-11 02:19:00,2024-06-11 02:26:00,1573
PAY0000351,MER000047,CUS000181,INV0000853,GTW007,PM009,48380,INR,Captured,TXN100000350,2024-07-24 01:15:00,2024-07-24 01:16:00,6896
PAY0000352,MER000063,CUS000153,INV0000407,GTW015,PM006,62304,INR,Captured,TXN100000351,2025-10-12 03:43:00,2025-10-12 03:49:00,4957
PAY0000353,MER000012,CUS000073,INV0000353,GTW001,PM013,6607,INR,Pending,TXN100000352,2024-06-16 08:47:00,,1484
PAY0000354,MER000035,CUS000167,,GTW014,PM017,2728,INR,Captured,TXN100000353,2024-08-07 07:41:00,2024-08-07 07:45:00,7233
PAY0000355,MER000023,CUS000154,INV0000786,GTW001,PM008,33181,INR,Authorized,TXN100000354,2025-11-29 00:30:00,,5133
